id,text,meer,minder,gelijk,overige
1577,Het aantal vliegbewegingen zal zeker niet mogen groeien. Zeker gezien de huidige en nog te verwachten woningbouwprojecten is een stijging van het aantal vliegbewegingen op Schiphol absoluut ongewenst,0,1,0,0
1578,"Het aantal vliegbewegingen zal zeker niet verder mogen toenemen. Het vliegverkeer is zeer verontreinigend, verstorend  en verbruikt erg veel fossiele brandstoffen die we later nog dringend nodig zullen hebben. Het vliegverkeer stoot veel CO2 uit en dient dus terug gedrongen te worden.",0,0,1,0
1579,"Het aantal vliegbewegingen zit aan haar max. Het aantalvliegbewegingen moet omlaag: het dumpen van cerosine in de wijde omgeving, de milieubelasting van vliegen in het algemeen, het aantal vluchten ten opzichte van het aantal inwoners dat Nederland heeft, het grote aantal onnodige vluchten dat net zo goed met de trein gedaan kan worden. De geluidsoverlast op het totale aantal vluchten blijft groot, doordat statistisch van dit grote aantal er nu eenmaal altijd een aantal is dat last geeft.",0,0,1,0
1580,"Het aantal vliegbewegingen zou alleen uitgebreid mogen worden als reductie in geluid en uitstoot dit compenseert. Als voorbeeld, als een moderner vliegtuig minder geluid maakt en minder CO2 uitstoot, dan zou het aantal vliegbewegingen uitgebreid kunnen worden. Dan moet er dus wel actief gestuurd worden op het toelaten van schonere en stillere vliegtuigen.",0,0,1,0
1581,Het aantal vliegbewegingen zou drastisch teruggebracht moeten worden. Geen vluchten boven de Hoofddorppleinbuurt (veel te laagvliegend ivm nabijheid Schiphol; veel te veel mensen die last hebben van de herrie en de luchtvervuiling). Zeker geen nachtvluchten. Oplossing zit hem ook niet in verdere spreiding over wijde omgeving. Stilte wordt nu zelfs verstoord op Utrechtse Heuvelrug (omgeving Lage Vuursche).,1,0,0,0
1582,Het aantal vliegbewegingen zou eerder moeten krimpen dan groeien. Helaas is de politiek keer op keer onbetrouwbar gebleken t.a.v. dit onderwerp. Het klimaatverdrag wordt niet serieus genomen door Den Haag.,0,1,0,0
1583,"Het aantal vliegbewegingen zou licht omhoog kunnen mits er serieuze verbeteringen in het luchtruim komen. Steilere naderingen, continues descent approaches en bijv meer entry point in het Nederlandse luchtruim.",0,1,0,0
1584,Het aantal vliegbewegingen zou moeten dalen na 2020. Onze wereld kan de milieubelasting van al die logistieke bewegingen niet aan. Tbv toerisme is het eigenlijk al helemaal niet te verantwoorden. Maar ook tbv de economie is het eigenlijk belachelijk al dat gereis. Er zijn veel mogelijkheden om bijvoorbeeld online te vergaderen en het rondpompen van materialen over de wereld is ook onzinnig.,1,0,0,0
1585,"Het aantal vliegbewegingen zou moeten verminderen. Daardoor minder herrie, betere nachtrust en schonere lucht.",0,1,0,0
1586,"Het aantal vliegbewegingen zou niet bepalend moeten zijn. Vliegtuigen zijn steeds zuiniger en stiller geworden afgelopen jaren. Schiphol is een hele grote werkgever voor de omgeving, dat zou zeker in alle overwegingen meegenomen moeten worden.",0,1,0,0
1587,Het aantal vliegbewegingen zou niet meer moeten groeien,0,0,0,1
1588,Het aantal vliegbewegingen zou niet verder moeten groeien omdat de overlast nu al te groot is voor de bewoners van de steden en dorpen die last hebben van startende en landende vliegtuigen.,0,0,1,0
1589,Het aantal vliegbewegingen zou sterk moeten groeien in het belang van de economische groei die het met zich medebrengt voor Nederland.,0,0,1,0
1590,"Het aantal vliegbewegingen zou wat mij betreft alleen mogen groeien als tegelijkertijd de overlast (geluid, fijnstof) daalt. Daarbij zou een gedegen onderzoek naar de gezondheidseffecten van het huidige aantal vliegbewegingen moeten worden gedaan. Zowel waar het de uitstoot en stof betreft als het effect van verstoorde nachtrust door vluchten in de late avond en vroege ochtend. Een eventuele uitbreiding van het aantal vliegbewegingen zou be?nvloed moeten kunnen worden door de uitkomst van gezondheidsonderzoek.",1,0,0,0
1591,Het aantal vliegbewegingen zou wat mij betreft mogen door groeien na 2020 omdat nieuwe vleigtuigen schooner en stiller zijn geworden.,1,0,0,0
1592,het aantal vliegbewegingingen is belangrijk maar de overlast die hiervan wordt ondervonden lijkt mij het belangrijkst. Met de huidige luchtruimte structuur wordt onnodig veel hinder veroorzaakt op lage vlieghoogten. Zolang dit niet verandert vind ik een toename van het aantal vliegbewegingen onacceptabel,1,0,0,0
1593,Het aantal vliegtigbewegingen mag alleen worden vergroot als de huidige geluidsnivo's en CO-2- en fijnstofemissies niet worden overschreden. Daarbij moet naast een objectieve meting ook de ervaren overlast van omwonenden worden betrokken en gemeentes worden afgeremd om bouwvergunningen af te geven in de zones die door Schiphol worden belast.,0,0,1,0
1594,Het aantal vliegtuig bewegingen zal/moet blijven groeien. Dit is evenredig met de bevolkingsgroei.,1,0,0,0
1595,Het aantal vliegtuigbeweging moet niet nog meer groeien. De hinder van het geluid is nu al maximaal.,1,0,0,0
1596,"Het aantal vliegtuigbewegingen beperken tot het aantal wat nu reeds bereikt is. Een idealer beeld zou zijn dat de vliegtuigbewegingen gereduceerd wordt. Schiphol zou hierin gesteund moeten gaan worden, mogelijkheden gaan bekijken om Schiphol deels te ontkrachten in zijn vliegtuigbewegingen.",0,0,1,0
1597,"Het aantal vliegtuigbewegingen blijft eerst constant en daarna geleidelijk aan afgebouwd. Vliegen wordt minder belangrijk door de maatschappelijke transitie naar CO2-neutraal leven. Het aantal korte vluchten (binnen Europa) verminderd fors, deels door verbeterde treinverbindingen met Europese steden. Anderzijds raken vliegvakanties uit de mode en benut het bedrijfsleven de (digitale) mogelijkheden voor contact-op-afstand beter. De volksgezondheid profiteert door de verminderde geluids- en fijnstofbelasting.",0,0,1,0
1598,"Het aantal vliegtuigbewegingen dient afgebouwd te worden. De milieubelasting van het vliegen is veel te groot, en veel vluchten zijn onzinnig (b.v. een weekendje New York, stedendagtripjes).",0,1,0,0
1599,"Het aantal vliegtuigbewegingen dient drastisch te verminderen. Vliegbewegingen zijn zeer belastend voor het milieu, zorgen voor bijzonder veel overlast voor omgeving en zijn een acuut gezondheidsrisico voor omwonenden! De discussie over de periode na 2020 moet niet gaan over de mogelijke toename van het aantal vluchten, maar over de noodzakelijke afname van het aantal vluchten.",0,1,0,0
1600,Het aantal vliegtuigbewegingen dient niet verder toe te nemen.,0,1,0,0
1601,Het aantal vliegtuigbewegingen dient te worden teruggebracht. De vliegtuigbewegingen die noodzakelijk zijn en overblijven moeten minder overlast gaan geven door andere aanvlieg- en stijgroutes en dienen vooral hoger te vliegen.,0,0,1,0
1602,"Het aantal vliegtuigbewegingen dient zo spoedig mogelijk te dalen. Het is een fantastische vorm van vervoer, maar heeft een te grote milieu-impact. Naar o vliegtuigbewegingen teruggaan zal niet mogelijk zijn, maar daar waar goede alternatieven zien, moeten deze zeker zo spoedig mogelijk ingezet worden. Ook kan er een rem gezet worden op het vaak onnodige vliegverkeer.",0,1,0,0
1603,"Het aantal vliegtuigbewegingen gelijk. Echter uitplaatsing van low cost carriers naar Lelystad airport.
Hierdoor ontstaat er weer mogelijkheid tot groei van lijndienstmaatschappijen, waaronder KLM.",0,1,0,0
1604,Het aantal vliegtuigbewegingen groeit internationaal gezien en luchtvaart is per definitie (extreem) grensoverschrijdend. Voor de Nederlandse economie is luchtvaart te belangrijk om dit weg te laten vloeien naar andere landen. Daarom vind ik dat Schiphol mag blijven groeien. Er moet vooral gekeken worden naar een meer effici?nte verkeersstroom en -afhandeling en naar het stimuleren/belonen van gebruik van de schoonste en stilste vliegtuigen.,0,0,1,0
1605,Het aantal vliegtuigbewegingen heeft inmiddels zijn uiterste grens bereikt.,1,0,0,0
1606,"Het aantal vliegtuigbewegingen heeft, bij de huidige belasting van de samenleving, een maximum bereikt. Het plafond moet gehandhaafd blijven totdat de belasting van mens en milieu door technologische vooruitgang is afgenomen.",0,0,1,0
1607,"Het aantal vliegtuigbewegingen hoeft ook na 2020 zeker niet te groeien, moet afnemen.

Het grote aantal vliegbewegingen is slecht voor gezondheid en milieu.",0,0,1,0
1608,"Het aantal vliegtuigbewegingen is al enorm hoog voor zo'n dichtbevolkt gebied. Veiligheid, gezondheid en rust zijn nu al ernstig in het gedrang, dus geen toename in vliegtuigbewegingen meer!",0,1,0,0
1609,"Het aantal vliegtuigbewegingen is enorm gestegen de afgelopen jaren en dit heeft alleen maar tot meer geluidsoverlast en milieuschade geleid. Overal in de media gaat het over het milieu en alles wat er moet gebeuren om ervoor te zorgen dat ons leefmilieu wordt verbeterd. Schiphol kan hier een behoorlijke bijdrage aan leveren door het aantal vliegbewegingen vanaf nu niet te laten oplopen maar juist te VERMINDEREN. Dit is voor iedereen het beste. Wat is belangrijker? Een goede nachtrust, algemeen rust in de plaats waar je woont, gezonde woonomgeving....of.....een goed gevulde portemonnee (economische belangen van schiphol)",0,0,1,0
1610,Het aantal vliegtuigbewegingen is in de huidige situatie te belastend voor de omgeving. Daarom zou bij het vaststellen van toekomstige limiet besloten moeten worden het aantal starts en landingen te laten afnemen.,0,1,0,0
1611,"Het aantal vliegtuigbewegingen is naar mijn inziens niet zozeer het probleem. Wat wel het probleem is is de manier waarop deze vliegtuigen aanvliegen. Zij vliegen met regelmaat zeer vroegtijdig laag. Kan dit voorkomen worden door een effici?ntere manier van aanvliegen e.g. continue descent als in Londen scheelt dit ongelofelijk veel geluid. 

Het aantal vliegbewegingen mag zeker toenemen als hier rekening mee gehouden wordt.",0,1,0,0
1612,het aantal vliegtuigbewegingen is nu al veel te hoog !,1,0,0,0
1613,"Het aantal vliegtuigbewegingen is onacceptabel hoog. Eerdere afspraken zijn telkens overschreden.
Het aantal vliegtuigbewegingen zal daarom drastisch moeten krimpen",0,1,0,0
1614,"Het aantal vliegtuigbewegingen is op Schiphol razendsnel gegroeid in vergelijking met andere luchthavens. Hieraan liggen ontwikkelingen ten grondslag die wij slechts ten dele kunnen be?nvloeden. De groei zal zonder ingreep voorlopig agressief doorgaan. Maximering op 500.000 vliegtuigbewegingen moet een keiharde grens zijn. Tegelijkertijd willen we vanuit economisch belang onze relatieve sterke positie internationaal niet op het spel zetten. Mijn visie voor na 2020 is drieledig: 1) keiharde handhaving van maximering op 500k voor Schiphol 2} opbouwen van een alternatieve luchthaven voor het surplus 3) door van dat laatste een zaak van nationaal belang te maken en een moderne nieuwe luchthaven op te bouwen, kan het aantal vliegtuigbewegingen op Schiphol op de lange termijn aanzienlijk teruggebracht worden. De visie dient niet -zoals in de vraagstelling- te gaan over de omvang van het aantal vliegtuigbewegingen. Dat is geen visie, maar een uitwerking van een visie.",0,1,0,0
1615,"Het aantal vliegtuigbewegingen is veel te groot, zeker als je bedenkt hoeveel overlast dit geeft in de vorm van lawaai, fijnstof, ultrafijnstof en CO2. En misgelopen BTW niet te vergeten. Kortom het aantal vliegbewegingen moet juist FLINK OMLAAG. Dat is ook de enige manier om aan het akkoord van Parijs te voldoen.",0,0,1,0
1616,Het aantal vliegtuigbewegingen is veel te groot. Hierdoor ondervind ik veel overlast met name geluidoverlast in de nacht en vroege ochtend. De gevolgen van de uitlaatgassen wil ik niet teveel nadenken maar is erg zorgelijk.,0,1,0,0
1617,"Het aantal vliegtuigbewegingen is wat mij betreft niet van belang, stiller en energiezuiniger lijkt mij een veel beter streven. Het gaat mij niet om de hoeveelheid vliegtuigen, de overlast ontstaat door geluid en uitstoot.",0,1,0,0
1618,"Het aantal vliegtuigbewegingen kan alleen omlaag als de hinder voor omgeving minder wordt.
De ontwikkelingen op gebied van minder geluid moeten er uiteindelijk toe leiden dat de omgeving uiteindelijk minder hinder ondervindt.
Aantal vluchten kan wel verder groeien als er een extra baan komt, bijvoorbeeld in de Noordzee.",0,0,0,1
1619,Het aantal vliegtuigbewegingen kan alleen uitbreiden wanneer er schonere en minder luidruchtige vliegtuigen zijn ontwikkeld.,0,1,0,0
1620,"Het aantal vliegtuigbewegingen kan makkelijk groeien, omdat de vliegtuigen steeds stiller worden.",1,0,0,0
1621,Het aantal vliegtuigbewegingen mag absoluut niet groeien na 2020.,1,0,0,0
1622,Het aantal vliegtuigbewegingen mag ABSOLUUT NIET GROEIEN!,0,0,1,0
1623,"Het aantal vliegtuigbewegingen mag groeien, want Schiphol is van wezenlijk belang voor de economie, werkgelegenheid en toekomst van Nederland.",0,0,1,0
1624,Het aantal vliegtuigbewegingen mag in elk geval niet groeien. Het is allemaal al heftig genoeg. Mijns inziens moet het aantal vliegtuigbewegingen fors verminderd worden. Dit vanwege milieu- en geluidsredenen.,1,0,0,0
1625,Het aantal vliegtuigbewegingen mag na 2020 niet verder toenemen,0,0,1,0
1626,"Het aantal vliegtuigbewegingen mag na 2020 zeker niet meer worden. Ik woon in de Kwakel en kan in mijn eigen tuin vaak niet eens een telefoongesprek voeren en als ik binnen zit met de televisie aan, moet de deur dicht als je een gesprek op de buis wil volgen. Het is een enorme bron van irritatie. Soms is de overlast zo erg dat het lijkt alsof een vliegtuig aan het neerstorten is. Ik heb af en toe het idee dat ik OP de startbaan woon. De geluidsoverlast is in de 4,5 jaar dat ik op deze plek woon, fors meer geworden. Als Schiphol al uit wil breiden mag dit absoluut niet meer ten kosten gaan van het woonplezier van omwonenden en zou dit mijn inziens moeten gebeuren op de Noordzee.",0,0,1,0
1627,Het aantal vliegtuigbewegingen mag niet groeinen tenzij de vluchten niet over huizen vliegen. Geluidsoverlast moet beperkt blijven.,0,0,1,0
1628,"Het aantal vliegtuigbewegingen mag niet toenemen en zou moeten afnemen. Dit met het oog op het effect op klimaatverandering. Particulieren wordt gevraagd om energie te besparen, te isoleren e.d. dan kan het niet zo zijn dat er tegelijkertijd meer vliegtuigbewegingen worden toegestaan.",0,0,1,0
1629,Het aantal vliegtuigbewegingen mag toenemen om aan de stijgende vraag te voldoen.,0,1,0,0
1630,Het aantal vliegtuigbewegingen mag vanwege ernstige geluidhinder in de ruime omgeving niet toenemen.,1,0,0,0
1631,"Het aantal vliegtuigbewegingen mag zeker niet toenemen. De grens qua overlast is al overschreden.
De vluchten worden veel te goedkoop aangeboden. De trein is duurder. Maak het vliegen duurder!!",0,0,1,0
1632,"Het aantal vliegtuigbewegingen moet dalen. Er is nu teveel overlast voor omwonenden kijkend naar geluidshinder en vervuiling. Schiphol ligt in een dichtbevolkt gebied. Op een gegeven is de max behaald. Ik vind dat de overheid de omwoners in bescherming moet nemen en Schiphol creatief moet worden om op andere manieren geld te verdienen, waarbij er niet zoveel hinder is voor mens & milieu.",0,0,1,0
1633,"HET AANTAL VLIEGTUIGBEWEGINGEN MOET DRASTISCH TERUG GEBRACHT NAAR 300.000 PER JAAR.
DIT DWINGT DE AIRLINES OM DE KORTE AFSTANDVLUCHTEN ERNSTIG TE VERMINDEREN EN ZOU ER OOK MINIMALE GROTE VAN VLIEGTUIGEN MOETEN WORDEN INGESTELD BIJV MINIMAAL 160 STOELEN.
OOK ZOU IN DE 300.000 10 % VAN DE BEWEGINGEN AAN GROTE VRACHTVLIEGTUIGEN TOEGEKEND MOETEN WORDEN. 
DE VRACHT HEEFT IMMERS EEN GROTER BELANG DAN OVERSTAPPENDE PASSAGIERS, DIE DRAGEN BIJNA AAN NIETS BIJ AAN DE ECONOMIE. WEL AAN DE CO2 UITSTOOT.",0,1,0,0
1634,Het aantal vliegtuigbewegingen moet gehandhaafd worden op 500.000 of zelfs verminderd. De geluidsoverlast en luchtverontreiniging leiden tot verminderde productiviteit en gezondheid van de bewoners.,0,1,0,0
1635,Het aantal vliegtuigbewegingen moet kunnen stijgen. Het liefste zie ik dat stillere en zuinigere toestellen minder zwaar wegen voor het aantal vliegtuigbewegingen dan zwaardere en lawaaierige toestellen.,0,1,0,0
1636,"Het aantal vliegtuigbewegingen moet na 2020 drastisch omlaag, omdat de luchthaven te veel overlast geeft. Niet alleen geluid maar ook de fijnstof die over de bewoners rondom Schiphol wordt uitgestrooid. De meest milieu belastende baan de Aalsmeerbaan en de Buitenveldert baan moeten zo snel mogelijk gesloten worden. In plaats van die banen kan er dan meer industrie of bewoning komen. Waarom moet Schiphol zoveel banen hebben naar alle windrichtingen, andere vliegvelden kunnen ook met minder banen af, zoals bijvoorbeeld vergelijkbaar Heathrow. Met de huidige technieken is het niet meer nodig om vanwege windrichtingen zoveel verschillende banen te hanteren.

Daarnaast zal er meer geinvesteerd moeten worden in alternatief vervoer voor de korte afstanden binnen Europa, tegen goedkoper tarief. Zorg ervoor dat de vluchttarieven veel duurder worden ten opzichte van (hogesnelheids)treinen. Daarnaast is een optie voor luchthaven in zee een uitstekende alternatief dat met spoed ontwikkeld moet gaan worden.",1,0,0,0
1637,Het aantal vliegtuigbewegingen moet naar beneden. Pas als wanneer de vliegtuigen milieuvriendelijk zijn en minder geluid maken mag Schiphol verder groeien.,0,1,0,0
1638,Het aantal vliegtuigbewegingen moet niet groter worden. We hebben hier in Heemskerk genoeg hinder ervan. Vooral ook 's nachts.,0,1,0,0
1639,"Het aantal vliegtuigbewegingen moet niet verder groeien geeft veel te veel overlast tot ver buiten schiphol.
Bijvoorbeeld in noordholland  de gemeenten Heiloo, Alkmaar, Bergen hebben veel overlast. Wat mij betreft moet het aantal vliegtuigbewegingen drastisch naar beneden ook mag van mij het luchtruim dicht voor het vliegverkeer tussen 22:00uur en 08:00uur om overlast te beperken.

Er moet meer rekening gehouden worden met de gezondheidsaspecten en mileu wat betreft de overlast van het vliegverkeer.",0,0,1,0
1640,"Het aantal vliegtuigbewegingen moet niet verder groeien. Op korte termijn is Schiphol een banenmotor, dat klopt. Op lange termijn een enorme milieuvervuiler. Hoe zullen toekomstige generaties kijken naar een besluit om Schiphol door te laten groeien met de negatieve gevolgen van de samenleving en de gezondheid van mensen van dien?",0,1,0,0
1641,"Het aantal vliegtuigbewegingen moet omhoog. Liefst al voor 2020. Als Schiphol niet mag groeien, zullen luchthavens buiten Nederland hier van profiteren. Voor het milieu op wereldniveau zal het dus niet uitmaken, maar wel voor de werkgelegenheid in Nederland. Dit zal uiteindelijk veel banen kosten en slecht zijn voor de economie van Nederland.",0,0,1,0
1642,"Het aantal vliegtuigbewegingen moet omlaag, niet omhoog! Liefst naar 250.000.",1,0,0,0
1643,Het aantal vliegtuigbewegingen moet omlaag. Het aantal gehinderden zowel qua geluid als met uitstoot is met 500.000 vluchten per jaar is veel te groot. De omgeving van Schiphol is het nieuwe Groningen van Nederland. Heel Nederland de lusten maar direct omwonenden alle lasten.,0,1,0,0
1644,"Het aantal vliegtuigbewegingen moet ook na 2020 beperkt worden tot de huidige grens van 500.000. Schiphol is belangrijk voor Nederland, maar heeft daarbij rekening te houden met zijn omgeving. Schiphol moet zich richten op wat voor Nederland belangrijk is, en niet alleen maar voor haar aandeelhouders. Als bedrijf is Schiphol uit op winst, groei en concurreren. Wat Nederland van Schiphol nodig heeft, is een intercontinentale toegangspoort die toerisme en bedrijfsvestiging mogelijk maakt. Hier is onbeperkte groei van vliegtuigbewegingen niet voor nodig. Volgens de cijfers van 2017 was meer dan 1 op de 3 passagiers op Schiphol op doorvlucht. Deze draagt niet bij aan de toegangspoort functie voor Nederland, alleen aan de winst van Schiphol als bedrijf. Schiphol moet op dit gebied niet proberen te blijven groeien en concurreren met andere luchthavens in Europa, maar zich richten op de behoefte van Nederland. Vraag naar verdere groei voor binnenlands belang moet gevonden worden in minder transfer passagiers aantrekken, stimuleren van meer passagiers per toestel (grotere toestellen, betere dekkingsgraad) en vluchten verdelen over andere luchthavens, zoals de uitbreiding van Lelystad. Dit laatste zou ook economisch goed zijn om ook het oosten van het land interessanter te maken voor bedrijven, ipv de almaar voller wordende randstad.",0,1,0,0
1645,Het aantal vliegtuigbewegingen moet sterk afnemen omdat vliegen bijdraagt aan de opwarming van het klimaat op aarde.,0,0,1,0
1646,Het aantal vliegtuigbewegingen moet sterk worden verminderd. Het huidige plafond is al veel te hoog.,0,1,0,0
1647,Het aantal vliegtuigbewegingen MOET toenemen. Schiphol is een van de belangrijkste werkplekken van Nederland en daarom moeten er niet teveel beperkingen worden opgelegd. Nationale luchtvaartmaatschappijen mogen ook niet beperkt worden door de overheid want anders worden zij voorbijgestreefd door buitenlandse airlines die onbeperkt kunnen groeien en daardoor veel winst kunnen maken.,0,1,0,0
1648,"Het aantal vliegtuigbewegingen moet verder toenemen, om het netwerk van Schiphol verder te kunnen laten groeien. Dat is goed voor de bedrijvigheid en daardoor komen er meer internationale bedrijven naar Nederland. Het levert banen op. Het is een groot goed dat we met zoveel steden direct verbonden zijn, dat moeten we koesteren.",1,0,0,0
1649,"Het aantal vliegtuigbewegingen moet verminderen naar ten minste 300.000. 
Schiphol mag niet verder groeien en andere vliegvelden niet laten uitbreiden zoals Lelystad en Rotterdam Airport. Ook daar het aantal vliegbewegingen verminderen.",1,0,0,0
1650,Het aantal vliegtuigbewegingen moet wat mij betreft gelijk blijven na 2020 maar de consolidatie mag niet ten koste gaan van onze internationale handel c.q. economie.,0,1,0,0
1651,"Het aantal vliegtuigbewegingen moet zeker niet verder groeien. Een afname is eerder wenselijk. De prijzen voor een vliegticket moeten omhoog, zodat consumenten een re?lere prijs betalen voor hun gewenste dienst.",0,0,1,0
1652,"Het aantal vliegtuigbewegingen moet zo snel mogelijk worden afgebouwd. De luchthaven Schiphol op de huidige locatie moet worden afgebouwd en vervangen door een nieuw vliegveld inde Noordzee op minstens 10 km uit de kust, dat verbonden is middels en snelle ondergrondse verbindingen en veren met de randstad. De ruimte die daarmee vrijkomt op de grond en in het luchtruim boven het vasteland dien benut te worden voor verbetering van het leefklimaat, woningbouw, werkgelegenheid en een infrastructuur van het groene hart. Dat zal hand in hand kunnen gaan met grote economische voorspoed in Nederland en aantrekkingskracht van de randstad op hoogwaardige werkgelegenheid en kapitaalkrachtige woningzoekenden.",0,0,1,0
1653,"Het aantal vliegtuigbewegingen moeten omlaag!
Dit is goed voor het milieu en voor het verminderen van de enorme geluidsoverlast.
Waarom moet het altijd maar groeien? Zorg eerst maar eens dat we veel minder overlast van Schiphol hebben.",0,1,0,0
1654,Het aantal vliegtuigbewegingen moeten zeker niet meer omhoog. Ik heb zelfs in Hoorn last van meer vliegtuigen die laag over onze plaats vliegen. Er komt ook nog bij dat op flightrader anders hoogtes aangeven dan in werkelijkheid gebeurt. Is dat nou niet effe schiphollen?,0,1,0,0
1655,"Het aantal vliegtuigbewegingen mogen niet groter worden na 2020. Het regenwater is rood van kleur en wij wonen niet eens zo dicht bij Schiphol. Dit is zeer slecht voor onze gezondheid. De groente die wij eten en de luchtkwaliteit die wij inhaleren.
We willen van de rokende mensen af, maar dit wordt toegelaten.",0,0,1,0
1656,"Het aantal vliegtuigbewegingen na 2020 zal constant of dalend kunnen en moeten zijn ten opzichte van nu. Of anders gezegd: Het aantal vliegtuigbewegingen op Schiphol hoeft niet verder te groeien en mag niet groeien. De behoefte aan groei is al jaren afnemend, ook al is groei zelf al jaren hoog. De behoefte aan groei heeft jarenlang onterecht veel aandacht opge?ist en gekregen. Nee, er is juist een (groeiende) behoefte aan een daling in vliegtuigbewegingen. Het is die behoefte die nu eindelijk vervuld moet gaan worden, en ook kan gaan worden. Schiphol zelf zal onder de daling niet lijden. Nee, in mijn visie zal Schiphol er juist onder floreren, verder floreren, beter floreren.",0,0,1,0
1657,"Het aantal vliegtuigbewegingen na 2020 zal moeten afnemen, om de bevolking, ook in de wijde regio eromheen,  minder lawaai- en vervuilingsoverlast te geven dan nu het geval is.",0,1,0,0
1658,Het aantal vliegtuigbewegingen niet verder laten toenemen dan nu. Bij voorkeur bepleit ik een afname. Dit ivm geluidsoverlast en luchtvervuiling door luchtverkeer.,0,1,0,0
1659,"Het aantal vliegtuigbewegingen op Schiphol (maar ook op de andere Europese luchthavens) moet drastisch omlaag. Dit om 2 redenen:
- nationale en internationale klimaatdoelstellingen (CO2-uitstoot) moeten absoluut gehaald worden
- er is al te veel milieuoverlast van Schiphol (geluid, fijnstof).",0,0,1,0
1660,"Het aantal vliegtuigbewegingen op Schiphol dient aanzienlijk te verminderen. 

De overlast van het vliegtuiglawaai boven Amstelveen Noord (Margriete van Clevelaan 1 - 5) is de afgelopen 27 jaar zeer groot geweest. 
Opvallend is dat dit jaar voor het eerst het vliegtuiglawaai onder de Buitenveldertbaan (sterk) is verminderd. 
Houd Schiphol en Luchtverkeersleiders zich dit jaar nu wel aan de afspraken die zijn gemaakt toen de Polderbaan in gebruik werd genomen om omwonende te ontlasten van vliegtuiglawaai onder de Buitenveldert baan. 
Heeft deze (tijdelijke) verbetering te maken dat de toekomstige uitbreiding van het aantal vliegtuigbewegingen men het aantal klachten over vliegtuiglawaai vermindert wil hebben zodat het lijkt dat omwonenden weinig last hebben en zo de kans te vergroten op uitbreiding? 

Verder zou vliegtuiglawaai precies onder de aanvliegroutes (met name bij lage hoogtes van 150 tot 300 meter) gemeten moeten worden microfoons. Dat is eerlijker dan het meten met formules zoals dat nu gebeurt.

Er is nog veel te weinig bekend over ultrafijnstof die vliegtuigen uitstoten en welke schade zij aan de gezondheid van bewoners onder de aanvliegroute toebrengen.

Deze zaken zouden eerste goed en eerlijk door onpartijdige en onafhankelijke bureau's uitgezocht moeten worden voordat over uitbreiding besloten wordt.",0,1,0,0
1661,Het aantal vliegtuigbewegingen op Schiphol geeft in huidige omvang al dermate overlast in een wijde omgeving dat verdere groei onwenselijk is. Tevens moet ook de luchtvaartsector zich gaan houden aan de klimaatdoelen van Parijs.,0,1,0,0
1662,"Het aantal vliegtuigbewegingen op Schiphol in de jaren na 2020 moet niet verder stijgen, maar krimpen. Klimaatverandering is een zeer urgent probleem dat ons allen aangaat en de luchtvaartindustrie is hierin een grote speler. Schiphol moet haar verantwoordelijkheid aangrijpen en inzien dat verdere groei volstrekt onverenigbaar is met de doelstellingen van Parijs 2015. Daarnaast zou verdere groei negatieve invloed hebben op de luchtkwaliteit en de geluidsoverlast rondom Schiphol nog verder verergeren. Enig economisch belang dat op de korte termijn gediend is met verdere groei zou compleet tenietgedaan worden door de schade op de lange termijn.",0,0,1,0
1663,Het aantal vliegtuigbewegingen op Schiphol is nu al veel te hoog en moet afnemen na 2020.,0,1,0,0
1664,"Het aantal vliegtuigbewegingen op Schiphol is nu al veel te veel en veroorzaakt grote stress voor de omwonenden, tot in Amsterdam toe. De omvang dient dus af te nemen.",0,1,0,0
1665,"Het aantal vliegtuigbewegingen op Schiphol kan niet toenemen. 
In de afgelopen jaren heeft de rijksoverheid toegestaan, dat bij en rondom Schiphol bijzonder veel woningen konden worden gebouwd, waardoor het aantal gehinderden ontoelaatbaar is toegenomen.
Er is nu nog maar 1 oplossing om de groei van vliegtuigbewegingen adequaat te geleiden en dat is............. de bouw van een nieuw vliegveld voor de kust en niet over te gaan tot spreiding van vliegtuigbewegingen.
Met gebruikmaking van snelle treinen kan een nieuw economisch evenwicht ontstaan waarbij iedereen gebaat is.",0,1,0,0
1666,"Het aantal vliegtuigbewegingen op Schiphol mag alleen groeien in de jaren na 2020 als de geluidsoverlast voor omwonenden niet nog verder toeneemt. Dat betekent dus alleen groei als vliegtuigen stiller worden. Dit zal nauwkeurig gemonitord en gehandhaafd moeten worden. Neemt de geluidsoverlast toe, dan geen groei!",0,0,1,0
